Food Category,Meal Type,Protein,Carbs,Fat,Fiber,Sugar,Sodium,Water,Calories,Saturated Fat
Grains,Breakfast,13.8,23.8,9.0,1.7,40.1,341,621,549,1.93
Dairy,Breakfast,38.6,95.9,42.1,3.6,45.6,239,275,177,8.53
Meat,Dinner,48.6,89.1,1.9,5.1,5.6,859,128,281,0.47
Snacks,Snack,31.2,66.0,6.5,8.2,24.6,647,195,373,1.39
Grains,Snack,11.6,41.9,9.8,1.6,47.7,822,407,526,1.88
Dairy,Snack,38.5,36.6,44.5,5.1,3.9,862,143,487,12.55
Meat,Dinner,34.7,27.4,13.6,3.1,19.1,122,773,369,3.44
Fruits,Breakfast,11.0,51.7,28.3,8.8,11.0,86,483,272,5.86
Meat,Lunch,13.5,86.6,48.4,1.5,41.8,189,776,593,8.75
Beverages,Dinner,18.0,9.3,42.5,5.8,4.5,548,732,582,12.67
Meat,Dinner,42.4,66.0,35.6,4.1,26.8,756,577,277,7.97
Fruits,Snack,26.7,63.8,2.3,7.6,15.6,824,753,475,0.5
Fruits,Breakfast,7.7,20.5,25.7,1.2,20.6,199,567,155,5.37
Snacks,Lunch,48.5,84.7,25.2,4.6,41.7,206,461,555,5.42
Fruits,Lunch,6.0,21.1,18.5,7.1,21.1,221,440,73,3.72
Snacks,Lunch,42.9,13.9,30.0,9.7,20.2,894,146,78,8.44
Meat,Snack,3.8,27.3,35.9,2.2,41.9,181,712,263,6.41
Grains,Dinner,22.8,18.3,47.6,8.8,12.5,283,934,594,12.37
Vegetables,Dinner,24.6,10.8,1.6,9.5,37.9,971,906,571,0.42
Vegetables,Dinner,39.6,38.5,22.1,6.9,29.9,837,513,487,5.29
Fruits,Dinner,31.2,30.6,34.2,1.4,45.9,482,857,234,8.01
Grains,Snack,5.3,62.9,7.3,1.1,20.3,778,523,297,1.32
Snacks,Lunch,27.5,6.0,21.1,0.1,41.2,144,680,243,5.92
Dairy,Lunch,41.5,23.4,29.9,1.0,10.4,421,665,457,8.28
Snacks,Lunch,8.2,93.4,4.5,9.3,9.6,302,400,393,0.88
Dairy,Breakfast,37.8,71.7,43.2,6.6,39.3,257,678,553,9.18
Beverages,Breakfast,26.1,42.5,33.5,4.8,28.4,214,477,139,7.41
Snacks,Lunch,22.2,99.2,37.9,6.4,24.2,63,917,329,7.37
Fruits,Breakfast,25.8,88.4,4.4,5.9,26.7,630,820,405,0.88
Vegetables,Lunch,9.9,88.9,48.8,0.2,9.4,629,379,577,9.74
Snacks,Dinner,29.2,19.4,37.1,9.1,32.2,875,128,449,9.34
Fruits,Dinner,43.5,57.5,19.5,9.7,32.2,500,220,411,4.43
Meat,Lunch,14.1,41.7,5.5,5.8,13.0,275,644,526,1.18
Dairy,Dinner,27.2,20.5,42.8,3.5,8.8,938,138,261,11.56
Grains,Breakfast,38.0,26.2,23.0,2.0,16.7,266,727,343,5.99
Grains,Breakfast,37.9,73.6,36.6,2.7,45.6,193,440,87,7.7
Meat,Lunch,20.0,7.1,33.9,2.3,5.6,300,989,139,10.3
Beverages,Dinner,1.4,32.7,32.3,2.2,8.2,191,815,371,6.26
Dairy,Snack,35.2,97.6,29.1,5.6,39.6,518,292,346,5.84
Dairy,Breakfast,35.3,22.8,42.5,7.1,48.9,942,861,375,10.58
Vegetables,Breakfast,22.2,99.5,24.7,7.7,2.4,166,343,557,6.04
Beverages,Lunch,9.4,44.6,25.5,4.1,2.0,374,358,444,6.3
Vegetables,Breakfast,24.9,76.9,34.2,4.4,18.8,299,620,110,7.09
Beverages,Dinner,42.9,22.5,9.6,9.6,5.0,296,627,180,2.85
Fruits,Lunch,44.0,92.2,44.4,3.7,37.1,95,893,568,9.32
Beverages,Breakfast,15.5,47.8,9.6,4.1,19.4,325,372,163,1.98
Beverages,Snack,27.4,34.9,48.8,9.0,32.0,182,959,141,11.15
Grains,Dinner,35.5,22.3,25.4,6.7,8.0,725,835,267,7.09
Meat,Snack,4.3,15.4,26.5,8.6,34.3,234,547,193,5.14
Snacks,Lunch,19.2,17.9,31.4,8.0,38.7,773,314,333,7.44
Meat,Breakfast,38.7,30.9,24.8,3.4,24.5,777,342,353,6.18
Dairy,Breakfast,37.8,68.8,21.7,2.9,22.0,608,176,76,4.8
Meat,Lunch,25.6,36.7,45.1,2.1,22.2,110,672,115,10.33
Fruits,Snack,19.2,50.6,16.6,0.3,7.4,454,123,574,3.83
Vegetables,Breakfast,12.9,6.1,15.4,1.8,48.6,452,925,363,3.94
Dairy,Snack,28.9,99.7,9.9,8.3,6.3,658,828,556,2.25
Meat,Snack,41.4,76.3,15.3,5.7,32.6,341,901,453,3.3
Dairy,Lunch,47.7,35.7,22.9,7.8,38.1,493,673,195,5.64
Beverages,Breakfast,28.6,15.9,36.9,0.1,4.6,972,308,519,10.94
Snacks,Lunch,36.0,56.0,14.4,7.8,46.4,862,457,559,3.14
Snacks,Breakfast,3.7,93.8,42.4,0.5,19.1,889,213,168,7.48
Meat,Lunch,44.3,13.7,43.1,9.9,27.1,778,305,320,11.99
Meat,Dinner,38.4,96.0,17.6,9.3,33.6,168,328,391,3.62
Snacks,Dinner,33.8,10.6,5.3,8.4,0.2,754,942,296,1.9
Vegetables,Lunch,2.2,76.2,10.3,6.2,5.8,413,215,127,2.06
Grains,Dinner,5.6,19.2,1.8,2.4,35.3,184,854,270,0.35
Snacks,Breakfast,16.9,38.1,10.2,2.2,34.4,839,419,144,2.12
Snacks,Lunch,28.6,55.5,37.8,0.5,30.5,139,820,551,8.11
Grains,Dinner,9.0,64.3,49.7,3.1,18.9,137,662,142,9.4
Beverages,Dinner,12.6,50.2,5.5,7.1,11.4,331,231,115,1.16
Fruits,Breakfast,49.5,29.3,14.0,9.3,20.3,507,293,458,3.68
Beverages,Dinner,16.2,86.2,18.5,7.7,32.8,275,670,151,3.45
Grains,Breakfast,16.6,82.4,22.4,4.9,42.7,634,132,449,4.15
Grains,Breakfast,36.1,43.1,16.7,5.9,42.1,665,433,546,3.81
Snacks,Lunch,18.5,16.0,28.8,1.2,41.7,500,357,318,6.88
Meat,Snack,26.2,7.4,11.8,3.4,42.1,478,408,324,3.24
Dairy,Snack,48.3,70.6,26.4,9.3,27.4,694,452,125,5.96
Fruits,Snack,24.4,95.0,25.7,2.1,0.7,544,702,96,6.89
Vegetables,Breakfast,39.8,22.5,38.1,7.3,41.2,420,656,171,9.72
Dairy,Lunch,13.4,6.1,4.0,6.5,47.0,681,289,267,1.03
Beverages,Dinner,27.1,21.9,37.9,0.6,23.5,2,955,512,9.43
Vegetables,Dinner,31.8,72.2,41.5,9.6,22.8,58,538,271,8.86
Grains,Dinner,2.8,39.5,48.8,6.8,8.9,389,429,449,9.55
Beverages,Breakfast,48.6,99.2,45.4,4.3,34.1,749,232,498,9.61
Beverages,Dinner,37.0,69.4,11.5,1.0,37.2,426,991,188,2.46
Meat,Dinner,48.4,29.3,15.8,8.1,18.8,720,971,268,4.16
Fruits,Lunch,1.5,7.3,32.6,1.9,25.8,892,126,516,6.17
Fruits,Snack,12.1,50.6,35.8,3.8,4.5,61,463,117,8.27
Vegetables,Dinner,17.4,57.6,10.9,5.4,29.6,948,223,175,2.17
Dairy,Snack,25.0,40.5,20.1,0.3,18.2,837,702,315,4.58
Grains,Snack,44.9,58.9,21.2,7.4,8.6,407,815,436,5.32
Snacks,Snack,25.5,77.6,43.1,4.7,1.6,180,954,84,11.31
Vegetables,Dinner,37.0,56.6,14.5,5.1,36.3,649,349,221,3.2
Beverages,Snack,7.6,79.6,7.1,1.4,8.5,458,714,417,1.42
Vegetables,Lunch,37.3,7.1,18.6,6.9,10.2,194,386,82,5.69
Dairy,Dinner,27.3,91.7,18.0,9.6,20.0,714,710,388,3.67
Dairy,Dinner,48.1,83.4,41.1,4.4,22.2,317,919,383,9.16
Vegetables,Dinner,25.9,23.4,19.7,8.3,45.5,941,304,138,4.67
Dairy,Lunch,22.7,59.8,3.8,7.1,23.1,480,378,234,0.79
Beverages,Snack,33.9,13.0,28.9,6.5,28.2,878,791,199,7.84
Meat,Lunch,4.8,45.8,23.9,9.0,29.8,210,264,283,4.26
Grains,Snack,12.6,77.4,43.1,1.7,47.1,445,774,394,7.77
Meat,Breakfast,43.5,81.7,12.0,8.6,2.7,140,930,438,3.2
Grains,Lunch,35.1,89.6,31.7,7.5,5.9,741,714,511,7.54
Vegetables,Snack,10.5,65.7,13.9,6.7,13.5,973,562,64,2.74
Fruits,Breakfast,2.2,30.5,36.3,4.4,27.0,475,882,329,6.37
Meat,Snack,22.1,91.8,17.7,0.1,35.8,765,134,160,3.38
Snacks,Snack,29.2,90.4,19.5,4.1,39.8,255,201,281,3.85
Dairy,Breakfast,12.7,7.8,35.7,3.5,4.6,526,593,499,10.38
Snacks,Breakfast,29.9,34.1,12.0,6.9,41.7,942,490,264,2.76
Vegetables,Dinner,48.4,51.4,10.6,3.7,12.4,785,451,439,2.66
Grains,Breakfast,48.9,65.5,23.1,4.6,20.0,67,977,334,5.4
Dairy,Lunch,41.6,44.4,32.4,6.8,42.2,994,102,531,7.53
Beverages,Breakfast,33.3,49.9,13.6,0.8,11.7,362,166,502,3.25
Fruits,Breakfast,11.6,61.0,36.3,3.0,37.7,23,887,354,6.73
Beverages,Snack,1.4,12.0,49.9,5.4,18.9,206,625,98,9.26
Vegetables,Lunch,25.0,8.7,37.6,9.3,48.4,71,571,433,10.06
Snacks,Lunch,38.7,29.5,40.1,2.5,31.9,996,847,469,9.92
Fruits,Breakfast,11.8,64.2,20.3,5.6,45.1,777,434,492,3.71
Fruits,Breakfast,19.8,70.3,29.9,3.1,34.3,135,626,355,5.84
Vegetables,Dinner,31.4,65.9,10.7,6.8,16.0,35,482,525,2.37
Vegetables,Dinner,46.1,98.2,23.2,9.6,48.1,642,757,378,4.8
Dairy,Breakfast,26.6,49.9,21.7,7.5,20.2,905,781,437,4.8
Beverages,Snack,45.3,85.3,11.5,8.2,33.0,518,396,380,2.47
Vegetables,Lunch,23.6,80.4,23.0,5.8,25.3,395,613,573,4.6
Fruits,Breakfast,1.7,59.1,23.0,7.4,36.2,219,390,113,3.82
Vegetables,Lunch,46.4,50.7,36.4,5.1,43.9,392,104,379,8.41
Vegetables,Snack,4.6,22.9,45.5,1.9,5.4,543,151,160,10.11
Grains,Lunch,40.1,79.1,9.9,2.6,7.0,719,955,559,2.39
Vegetables,Breakfast,21.0,45.8,12.8,9.5,22.3,338,981,87,2.75
Snacks,Dinner,17.2,10.5,32.4,8.8,19.4,918,977,79,8.44
Beverages,Snack,31.7,41.4,1.2,7.2,17.2,506,691,540,0.28
Snacks,Dinner,42.8,76.5,10.1,1.4,46.4,496,953,117,2.15
Grains,Snack,4.1,54.8,21.9,3.8,41.9,867,801,199,3.74
Snacks,Dinner,22.2,19.1,8.4,7.9,9.5,57,694,286,2.21
Beverages,Lunch,28.7,78.7,3.8,9.0,17.4,863,715,56,0.81
Meat,Snack,20.7,70.3,44.9,3.3,28.1,623,443,397,8.93
Grains,Breakfast,42.2,56.8,16.4,8.2,16.8,753,342,443,3.87
Grains,Breakfast,25.0,79.4,2.8,6.2,34.8,736,824,568,0.55
Fruits,Breakfast,8.1,38.9,6.2,4.7,48.6,468,746,553,1.14
Snacks,Dinner,32.2,64.6,34.9,1.3,10.9,677,182,51,8.06
Vegetables,Snack,43.6,58.8,8.5,1.3,10.6,292,234,157,2.09
Dairy,Breakfast,2.7,32.8,12.2,7.9,47.3,547,202,162,2.08
Fruits,Lunch,48.7,77.0,1.2,7.7,44.3,379,501,334,0.26
Vegetables,Lunch,3.1,97.4,26.5,1.3,27.6,509,708,258,4.5
Grains,Lunch,4.7,12.9,21.5,5.4,42.2,264,603,274,4.27
Meat,Breakfast,22.8,95.3,39.2,4.7,45.4,937,388,160,7.39
Snacks,Dinner,39.8,56.0,46.1,4.1,19.3,597,525,450,10.71
Fruits,Snack,8.7,90.1,4.1,3.5,41.6,804,679,494,0.71
Beverages,Snack,27.5,19.5,30.9,8.5,8.7,716,301,517,8.42
Fruits,Breakfast,3.0,98.1,38.8,5.4,26.8,397,778,559,6.6
Grains,Dinner,36.4,68.5,27.1,4.7,6.4,488,316,448,6.65
Fruits,Dinner,47.1,84.2,34.3,6.1,10.1,511,317,157,8.11
Dairy,Breakfast,6.2,6.3,4.5,5.8,16.3,139,595,142,1.09
Grains,Lunch,44.1,13.4,2.3,3.4,27.6,88,520,591,0.64
Beverages,Dinner,15.7,27.2,18.5,7.0,42.6,814,175,120,3.96
Dairy,Dinner,8.8,56.0,46.2,6.0,28.0,27,888,322,8.56
Vegetables,Breakfast,5.2,54.5,1.7,5.0,45.1,123,708,567,0.29
Grains,Snack,21.4,63.4,25.1,5.4,29.2,430,117,414,5.07
Beverages,Lunch,4.3,19.1,9.2,7.2,37.9,170,135,249,1.73
Dairy,Lunch,46.5,99.2,1.9,7.4,17.1,315,775,325,0.42
Dairy,Snack,2.6,86.0,49.7,5.9,6.8,798,607,111,9.78
Fruits,Breakfast,16.5,85.6,22.8,6.6,45.3,399,947,132,4.19
Vegetables,Lunch,45.9,14.4,15.4,4.2,0.9,217,997,339,5.34
Vegetables,Dinner,11.5,60.3,21.2,6.6,32.7,398,763,194,3.96
Vegetables,Lunch,33.3,73.6,39.6,5.0,11.4,496,402,287,8.98
Grains,Dinner,37.1,45.4,3.9,8.2,43.1,750,489,203,0.89
Beverages,Lunch,2.4,19.3,9.5,4.2,9.8,516,673,415,1.9
Meat,Dinner,43.5,16.7,18.2,3.1,1.6,508,337,295,6.05
Snacks,Dinner,16.0,89.4,8.2,9.5,27.8,421,409,572,1.54
Grains,Snack,31.4,39.7,25.3,5.3,31.5,871,887,517,5.79
Beverages,Lunch,28.1,42.7,31.9,7.3,9.8,657,756,590,7.74
Snacks,Dinner,36.2,8.6,6.8,3.7,9.3,297,899,197,2.06
Vegetables,Dinner,3.8,46.2,45.5,9.5,41.3,910,970,249,7.82
Vegetables,Dinner,5.8,21.8,42.6,7.3,12.3,517,943,520,8.92
Meat,Dinner,24.7,56.8,25.0,7.8,18.9,953,896,285,5.4
Beverages,Breakfast,26.6,64.3,1.3,2.5,14.6,983,638,298,0.28
Dairy,Breakfast,18.4,16.5,1.4,8.6,31.6,342,993,297,0.34
Vegetables,Lunch,1.5,85.4,21.8,3.5,5.3,361,540,599,4.38
Grains,Dinner,18.4,13.8,42.5,0.6,19.4,18,612,532,10.78
Meat,Lunch,39.9,43.1,22.1,4.1,47.3,557,409,419,5.1
Vegetables,Snack,30.4,36.9,42.0,3.1,18.6,193,922,168,9.99
Meat,Lunch,13.4,92.6,26.5,8.1,41.3,523,433,294,4.76
Vegetables,Dinner,4.8,87.0,38.6,7.7,2.1,375,549,136,8.81
Vegetables,Lunch,4.6,12.4,49.5,4.9,27.6,236,801,487,10.08
Fruits,Dinner,19.0,73.4,24.0,3.3,21.9,804,370,532,4.78
Meat,Snack,19.7,34.6,24.8,8.5,29.8,699,683,275,5.4
Grains,Lunch,12.2,28.1,48.9,8.8,28.8,845,148,274,10.23
Fruits,Lunch,20.8,7.1,41.1,8.3,32.2,386,125,139,11.15
Meat,Lunch,43.3,82.1,15.7,4.7,47.4,752,817,239,3.31
Snacks,Lunch,44.0,45.1,22.4,4.8,12.5,413,384,404,5.64
Beverages,Lunch,23.1,54.4,30.1,5.0,38.1,237,643,244,6.19
Grains,Dinner,1.8,22.7,36.2,8.7,14.0,892,549,214,6.77
Meat,Dinner,29.1,38.4,23.5,6.6,39.9,265,847,177,5.28
Beverages,Snack,1.2,83.7,2.2,5.4,32.4,468,879,550,0.36
Vegetables,Lunch,7.8,92.6,6.7,2.9,2.3,408,765,94,1.54
Beverages,Snack,15.1,75.8,37.4,2.8,5.6,365,890,468,8.3
Vegetables,Snack,9.3,94.2,19.2,5.9,17.3,793,914,103,3.57
Beverages,Snack,21.4,35.8,43.2,4.6,9.6,205,287,336,10.34
Fruits,Lunch,14.4,43.4,46.4,4.2,28.4,239,832,80,9.36
Vegetables,Lunch,13.8,54.4,32.0,10.0,16.8,91,891,266,6.49
Vegetables,Breakfast,38.1,92.0,31.9,9.6,8.6,276,853,82,7.35
Vegetables,Snack,20.5,28.5,6.7,5.0,43.0,273,960,335,1.49
Meat,Dinner,3.0,18.5,12.9,8.3,42.4,553,328,426,2.33
Fruits,Breakfast,24.5,15.6,1.9,8.0,9.3,431,575,365,0.52
Vegetables,Snack,36.3,59.7,47.0,6.8,6.8,24,856,96,11.68
Beverages,Dinner,36.5,41.7,6.9,4.0,37.0,37,123,260,1.59
Snacks,Breakfast,45.7,89.7,6.4,4.0,44.5,990,875,314,1.35
Grains,Lunch,39.4,97.7,40.1,1.1,45.4,714,110,145,8.13
Grains,Breakfast,32.3,10.3,17.8,5.9,21.1,386,439,165,4.99
Vegetables,Lunch,15.5,69.5,32.1,1.4,49.7,614,945,303,5.98
Snacks,Lunch,37.1,61.3,23.3,1.0,3.3,868,268,245,6.2
Fruits,Lunch,16.3,17.3,45.3,4.0,43.4,756,181,539,10.46
Dairy,Dinner,33.4,23.4,44.5,7.5,2.6,544,974,335,13.46
Vegetables,Lunch,48.4,41.1,6.2,6.1,35.8,703,797,528,1.5
Beverages,Breakfast,34.1,21.7,45.8,8.1,18.6,958,415,408,11.96
Beverages,Breakfast,30.1,69.9,41.7,2.6,5.4,154,960,545,10.12
Snacks,Breakfast,29.0,88.1,41.6,8.6,17.5,134,727,135,8.7
Dairy,Dinner,16.6,79.1,6.4,1.0,15.0,842,204,540,1.28
Dairy,Breakfast,47.7,41.2,46.3,2.3,43.3,510,862,288,11.11
Grains,Dinner,5.4,48.5,46.8,5.5,13.6,542,370,570,8.97
Fruits,Lunch,4.1,55.2,32.9,5.2,7.5,813,837,399,6.59
Beverages,Dinner,30.8,92.6,18.0,5.7,5.1,582,578,371,4.26
Meat,Breakfast,31.1,61.4,39.1,4.1,32.0,851,291,511,8.34
Snacks,Dinner,28.9,89.7,8.3,3.5,27.4,217,719,512,1.67
Vegetables,Lunch,6.2,72.4,8.4,6.1,10.1,102,899,591,1.64
Meat,Snack,23.9,65.7,20.2,0.1,28.3,111,756,190,4.13
Meat,Lunch,43.8,21.7,30.1,8.1,19.2,12,264,532,8.11
Dairy,Breakfast,45.8,50.4,14.3,0.8,33.9,987,880,596,3.34
Fruits,Dinner,14.0,98.9,21.6,0.8,36.2,85,775,119,3.9
Grains,Lunch,13.8,33.9,42.1,5.7,29.5,711,862,120,8.71
Beverages,Lunch,25.5,30.5,14.7,4.8,7.7,863,865,185,3.77
Snacks,Snack,18.2,92.8,48.0,3.2,46.8,611,149,534,8.83
Snacks,Lunch,35.3,51.9,48.3,7.4,35.1,661,119,499,10.75
Snacks,Breakfast,25.4,48.6,22.4,0.2,46.3,999,501,189,4.72
Dairy,Dinner,1.6,24.3,11.7,3.8,27.2,588,280,323,2.04
Meat,Dinner,24.6,16.1,21.0,0.6,29.1,208,983,99,5.32
Fruits,Lunch,18.7,58.1,15.0,4.5,8.1,843,470,191,3.36
Vegetables,Snack,29.4,31.1,26.3,7.8,30.2,187,517,262,6.2
Meat,Snack,44.2,6.6,37.4,2.1,23.4,827,940,74,11.06
Grains,Dinner,23.6,11.3,22.4,9.2,28.5,630,382,565,5.9
Grains,Snack,15.7,95.7,11.9,5.9,47.1,251,827,185,2.15
Beverages,Snack,48.5,28.3,14.7,6.2,45.3,807,837,570,3.73
Snacks,Breakfast,8.2,27.1,49.0,0.3,19.3,436,718,395,10.02
Dairy,Breakfast,2.6,49.5,24.5,9.8,26.1,817,377,58,4.25
Grains,Breakfast,4.4,70.9,5.0,2.5,43.0,820,747,98,0.85
Meat,Lunch,41.4,88.0,25.0,8.2,43.5,401,206,52,5.2
Snacks,Snack,17.8,88.9,14.7,1.4,27.6,713,421,70,2.79
Dairy,Snack,3.4,70.0,25.8,9.6,29.9,776,152,118,4.42
Dairy,Snack,18.1,38.6,23.1,3.8,10.8,300,637,484,5.28
Fruits,Dinner,45.4,41.9,19.2,9.6,40.7,177,860,86,4.57
Snacks,Lunch,46.7,65.9,31.0,9.2,30.7,928,620,346,7.0
Snacks,Snack,42.9,37.9,13.4,8.5,49.2,542,746,215,3.19
Dairy,Snack,38.7,31.8,4.0,2.8,41.1,552,982,240,0.97
Fruits,Breakfast,8.8,6.7,37.8,6.1,9.2,50,960,558,10.02
Dairy,Lunch,11.6,82.1,15.8,1.1,28.1,222,981,380,2.9
Fruits,Breakfast,18.5,57.6,28.6,2.5,25.3,545,717,58,5.79
Snacks,Dinner,30.3,40.6,32.2,7.3,44.3,745,803,355,7.19
Vegetables,Snack,1.5,24.7,31.3,8.9,3.6,213,538,287,6.77
Grains,Dinner,31.3,35.5,47.6,9.9,48.0,303,296,75,10.89
Meat,Snack,11.5,13.7,42.7,1.6,8.8,510,195,433,10.76
Fruits,Breakfast,35.3,41.6,9.6,7.8,45.4,799,632,173,2.19
Beverages,Snack,3.0,17.4,43.7,1.6,26.0,109,850,247,8.18
Vegetables,Lunch,7.6,14.2,11.6,8.4,10.0,977,841,94,2.71
Fruits,Breakfast,30.7,22.5,46.2,3.8,39.0,18,873,246,11.38
Grains,Dinner,36.5,46.2,49.3,8.1,7.1,632,855,233,12.66
Snacks,Dinner,42.3,57.7,47.1,2.1,25.5,518,997,365,10.8
Vegetables,Dinner,29.8,13.3,4.9,3.4,26.0,821,961,425,1.31
Dairy,Dinner,34.7,93.5,24.9,5.6,41.6,200,226,525,5.01
Fruits,Snack,26.4,72.5,39.2,9.4,40.2,418,783,160,7.87
Vegetables,Breakfast,37.7,21.8,36.3,9.2,11.2,698,516,123,9.96
Fruits,Lunch,30.4,70.7,21.4,3.0,4.2,583,820,169,5.33
Beverages,Dinner,2.8,91.1,5.4,3.5,45.3,364,618,223,0.89
Meat,Snack,43.1,8.2,2.1,5.5,6.1,702,815,57,0.67
Fruits,Dinner,24.6,9.0,11.1,4.9,32.1,162,356,203,3.0
Grains,Lunch,30.5,7.2,7.1,9.9,30.2,384,754,386,2.01
Beverages,Snack,34.2,90.7,39.9,7.1,14.8,930,911,71,8.62
Meat,Breakfast,17.5,45.2,28.0,7.5,4.2,501,676,116,6.88
Snacks,Snack,32.0,78.4,6.6,6.9,37.1,429,713,543,1.35
Grains,Breakfast,47.7,40.4,20.0,0.5,0.6,889,644,216,6.39
Beverages,Lunch,13.6,50.7,26.1,3.8,31.6,253,328,265,5.09
Fruits,Lunch,18.3,99.1,47.2,5.4,48.9,441,766,542,8.61
Vegetables,Dinner,4.0,57.6,4.9,3.4,33.5,738,846,348,0.85
Dairy,Dinner,18.4,82.5,4.0,1.1,43.5,80,678,219,0.75
Grains,Snack,17.6,42.6,26.1,7.8,40.0,92,560,165,5.33
Vegetables,Lunch,49.8,23.9,21.8,0.5,11.4,802,683,320,6.11
Vegetables,Breakfast,15.3,58.0,7.8,2.0,17.4,72,282,259,1.59
Meat,Dinner,20.5,32.9,39.5,7.4,32.8,923,463,495,8.68
Fruits,Lunch,16.6,94.6,47.4,0.4,40.4,151,664,472,8.68
Snacks,Snack,43.0,77.4,45.4,8.1,36.1,868,479,488,9.77
Fruits,Snack,47.8,93.1,33.1,4.7,2.1,400,603,99,8.97
Beverages,Breakfast,27.1,22.0,6.1,4.6,30.0,636,796,404,1.5
Fruits,Dinner,17.3,43.8,17.5,3.0,17.3,772,448,306,3.75
Snacks,Dinner,43.6,49.0,24.8,2.1,11.2,855,608,403,6.22
Snacks,Lunch,25.8,59.3,38.4,8.6,32.3,947,566,129,8.0
Vegetables,Lunch,17.0,80.1,21.3,8.7,3.7,106,399,547,4.97
Fruits,Breakfast,1.4,82.3,33.5,5.7,6.1,125,521,319,6.62
Snacks,Lunch,19.1,44.1,18.4,5.9,23.1,961,360,582,3.91
Fruits,Breakfast,10.6,44.7,18.2,5.7,32.6,330,843,386,3.49
Dairy,Snack,23.0,73.6,28.9,9.2,8.9,569,400,516,6.4
Fruits,Dinner,4.8,21.4,3.6,2.2,38.9,922,157,415,0.68
Fruits,Snack,17.8,17.8,47.1,7.9,35.9,424,836,446,11.08
Fruits,Dinner,14.2,21.1,3.1,0.3,2.9,720,395,531,0.84
Meat,Breakfast,10.4,25.2,16.3,1.6,36.9,773,401,148,3.33
Vegetables,Lunch,20.6,84.2,9.2,3.4,4.0,25,129,328,2.16
Snacks,Lunch,7.9,15.1,11.9,5.7,22.8,377,104,392,2.59
Grains,Breakfast,23.7,10.2,14.0,8.0,24.9,687,139,504,3.76
Meat,Breakfast,36.4,64.5,7.0,0.9,48.6,134,729,531,1.49
Snacks,Breakfast,40.8,80.6,39.4,0.9,40.3,641,918,570,8.31
Dairy,Breakfast,41.8,95.7,7.2,0.9,19.9,525,359,410,1.55
Meat,Dinner,42.4,96.9,17.7,3.4,19.0,821,418,217,3.83
Grains,Lunch,7.7,69.5,40.5,0.1,12.5,351,352,183,7.83
Dairy,Breakfast,38.8,31.0,15.7,7.7,49.8,331,902,523,3.79
Dairy,Dinner,38.5,98.5,20.8,3.1,44.3,831,777,551,4.2
Dairy,Lunch,36.9,81.4,32.3,3.1,48.0,233,864,116,6.65
Fruits,Dinner,17.7,38.5,22.5,2.7,19.6,290,831,429,4.88
Snacks,Breakfast,4.2,84.4,31.9,4.1,31.2,288,952,362,5.45
Dairy,Breakfast,42.3,91.8,26.0,7.0,7.8,501,415,500,6.14
Vegetables,Snack,5.3,80.8,29.7,3.1,32.9,899,296,68,5.12
Grains,Lunch,17.8,74.6,16.2,5.0,38.6,798,623,130,3.08
Dairy,Snack,5.4,78.9,6.5,7.5,1.9,886,523,254,1.51
Snacks,Snack,31.0,26.3,17.7,5.9,43.9,164,540,115,4.25
Grains,Breakfast,2.2,85.6,44.0,6.1,37.6,742,584,556,7.28
Fruits,Dinner,44.1,56.5,5.9,2.1,48.6,429,547,225,1.32
Snacks,Snack,4.9,43.1,23.2,8.5,14.8,494,293,511,4.41
Dairy,Snack,48.6,72.9,5.3,5.4,49.7,315,164,400,1.16
Snacks,Lunch,44.7,54.3,4.2,5.1,38.4,418,155,470,0.96
Meat,Lunch,16.5,65.4,5.5,7.7,5.2,219,938,503,1.26
Beverages,Lunch,36.5,96.9,40.3,9.4,27.3,581,402,515,8.31
Fruits,Breakfast,27.1,64.6,41.6,6.6,8.3,518,287,372,9.63
Snacks,Snack,49.7,25.3,26.1,9.5,44.0,59,733,423,6.74
Beverages,Breakfast,38.0,75.0,32.6,1.8,18.1,829,221,573,7.23
Snacks,Snack,41.3,60.3,9.0,4.2,21.7,988,546,599,2.06
Dairy,Snack,29.9,48.2,18.2,6.5,18.9,61,661,377,4.14
Grains,Lunch,42.8,34.4,5.0,4.2,22.3,189,527,545,1.25
Grains,Lunch,28.2,31.8,38.5,3.9,19.2,732,253,217,9.24
Grains,Snack,35.0,31.5,13.2,8.9,28.0,404,810,492,3.21
Beverages,Breakfast,14.1,7.8,8.0,7.2,36.8,754,526,500,2.03
Meat,Dinner,7.5,99.6,14.0,1.5,12.3,667,325,111,2.65
Grains,Breakfast,38.7,59.8,43.2,4.8,22.5,973,930,468,9.79
Dairy,Dinner,8.7,12.7,15.7,2.9,35.8,831,373,599,3.46
Beverages,Dinner,41.2,38.8,23.0,6.4,1.5,784,931,381,6.97
Dairy,Snack,11.3,83.5,41.8,6.7,29.7,909,679,131,7.61
Meat,Snack,6.9,46.1,27.3,7.1,8.0,632,955,283,5.67
Beverages,Breakfast,36.5,47.6,44.6,2.5,36.4,381,236,94,10.1
Snacks,Dinner,6.7,28.7,11.1,3.0,39.8,922,980,220,2.1
Meat,Dinner,19.0,40.7,31.9,7.8,33.9,529,397,383,6.69
Fruits,Dinner,37.2,86.9,40.1,4.8,13.3,718,270,573,8.9
Dairy,Dinner,24.9,73.3,39.1,2.9,13.5,603,896,520,8.39
